Date,Hour,Forex,Evenement,Actuel,Forecast,Previous
2016-12-14,15:30:00,USD,Ventes au détail (Mensuel) (Nov.),"0,1%",0.003,0.006
2016-12-14,21:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,75%",0.0075,0.005
2016-12-15,10:30:00,EUR,PMI manufacturier Allemagne (Déc)  ,"55,5",54.5,54.3
2016-12-15,11:30:00,GBP,Ventes au détail (Mensuel) (Nov.),"0,2%",0.002,0.018
2016-12-15,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Déc),"0,25%",0.0025,0.0025
2016-12-15,15:30:00,USD,IPC core (Mensuel) (Nov.),"0,2%",0.002,0.001
2016-12-15,15:30:00,USD,Inscriptions hebdomadaires au chômage,254K,255K,258K
2016-12-15,15:30:00,USD,Indice manufacturier Fed de Philadelphie (Déc),"21,5",9,7.6
2016-12-16,12:00:00,EUR,IPC (Annuel) (Nov.),"0,6%",0.006,0.006
2016-12-16,15:30:00,USD,Permis de construire (Nov.),"1,201M",1.240M,1.260M
2016-12-21,17:00:00,USD,Ventes de logements existants (Nov.),"5,61M",5.50M,5.57M
2016-12-22,15:30:00,USD,Commandes de biens durables - core (Mensuel) (Nov.),"0,5%",0.002,0.009
2016-12-22,15:30:00,USD,PIB (Trimestriel) (T3),"3,5%",0.033,0.032
2016-12-22,15:30:00,USD,Inscriptions hebdomadaires au chômage,275K,256K,254K
2016-12-22,17:00:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Nov.),"0,0%",0.001,0.001
2016-12-23,11:30:00,GBP,PIB (Trimestriel) (T3),"0,6%",0.005,0.005
2016-12-23,11:30:00,GBP,PIB (Annuel) (T3),"2,2%",0.023,0.023
2016-12-23,17:00:00,USD,Ventes de logements neufs (Nov.),592K,575K,563K
2016-12-27,17:00:00,USD,Confiance des consommateurs - Conference Board (Déc),"113,7",109,109.4
2016-12-28,17:00:00,USD,Promesses de ventes de logements (Mensuel) (Nov.),"-2,5%",0.005,0.001
2016-12-29,15:30:00,USD,Inscriptions hebdomadaires au chômage,265K,264K,275K
2015-02-01,10:55:00,EUR,PMI manufacturier Allemagne (Déc),"51,2",51.2,51.2
2015-02-01,11:30:00,GBP,PMI manufacturier (Déc),"52,5",53.6,53.5
2015-02-01,17:00:00,USD,Indice PMI manufacturier de l'ISM (Déc),"55,5",57.6,58.7
2015-05-01,11:30:00,GBP,PMI construction (Déc),"57,6",59,59.4
2015-06-01,11:30:00,GBP,PMI services (Déc),"55,8",58.5,58.6
2015-06-01,17:00:00,USD,Indice PMI non manufacturier de l'ISM (Déc),"56,2",58,59.3
2015-07-01,10:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Déc),-27K,-6K,-16K
2015-07-01,12:00:00,EUR,IPC (Annuel) (Déc)  ,"-0,2%",-0.001,0.003
2015-07-01,15:15:00,USD,Créations d'emplois non agricoles ADP (Déc),241K,226K,227K
2015-08-01,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Jan.),"0,50%",0.005,0.005
2015-08-01,15:30:00,USD,Inscriptions hebdomadaires au chômage,294K,290K,298K
2015-09-01,11:30:00,GBP,Production manufacturière (Mensuel) (Nov.),"0,7%",0.003,-0.007
2015-09-01,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Déc),252K,240K,353K
2015-09-01,15:30:00,USD,Taux de chômage (Déc),"5,6%",0.057,0.058
2015-01-13,11:30:00,GBP,IPC (Annuel) (Déc),"0,5%",0.007,0.01
2015-01-13,17:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Nov.),"4,972M",4.863M,4.830M
2015-01-14,15:30:00,USD,Ventes au détail principales (Mensuel) (Déc),"-1,0%",0.001,0.001
2015-01-14,15:30:00,USD,Ventes au détail (Mensuel) (Déc),"-0,9%",-0.001,0.004
2015-01-15,15:30:00,USD,Inscriptions hebdomadaires au chômage,316K,291K,297K
2015-01-15,15:30:00,USD,Prix à la production (Mensuel) (Déc),"-0,3%",-0.004,-0.002
2015-01-15,17:00:00,USD,Indice manufacturier Fed de Philadelphie (Jan.),"6,3",19.9,24.5
2015-01-16,12:00:00,EUR,IPC (Annuel) (Déc),"-0,2%",-0.002,-0.002
2015-01-16,15:30:00,USD,IPC core (Mensuel) (Déc),"0,0%",0.001,0.001
2015-01-20,12:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Jan.),"48,4",40,34.9
2015-01-21,11:30:00,GBP,Salaire moyen bonus compris (Nov.),"1,7%",0.017,0.014
2015-01-21,11:30:00,GBP,Evolution du nombre de demandeurs d'emploi (Déc),"-29,7K",-25.0K,-29.6K
2015-01-21,15:30:00,USD,Permis de construire (Déc),"1,032M",1.055M,1.052M
2015-01-22,14:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Jan.),"0,05%",0.0005,0.0005
2015-01-22,15:30:00,USD,Inscriptions hebdomadaires au chômage,307K,300K,317K
2015-01-23,10:30:00,EUR,PMI manufacturier Allemagne (Jan.)  ,"51,0",51.7,51.2
2015-01-23,11:30:00,GBP,Ventes au détail (Mensuel) (Déc),"0,4%",-0.006,0.016
2015-01-23,17:00:00,USD,Ventes de logements existants (Déc),"5,04M",5.06M,4.92M
2015-01-27,11:30:00,GBP,PIB (Annuel) (T4)  ,"2,7%",0.028,0.026
2015-01-27,11:30:00,GBP,PIB (Trimestriel) (T4)  ,"0,5%",0.006,0.007
2015-01-27,15:30:00,USD,Commandes de biens durables - core (Mensuel) (Déc),"-0,8%",0.006,-0.013
2015-01-27,17:00:00,USD,Confiance des consommateurs - Conference Board (Jan.),"102,9",95.1,93.1
2015-01-27,17:00:00,USD,Ventes de logements neufs (Déc),481K,450K,431K
2015-01-28,21:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2015-01-29,10:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Jan.),-9K,-10K,-25K
2015-01-29,15:30:00,USD,Inscriptions hebdomadaires au chômage,265K,300K,308K
2015-01-29,17:00:00,USD,Promesses de ventes de logements (Mensuel) (Déc),"-3,7%",0.005,0.006
2015-01-30,12:00:00,EUR,IPC (Annuel) (Jan.)  ,"-0,6%",-0.005,-0.002
2015-01-30,15:30:00,USD,PIB (Trimestriel) (T4)  ,"2,6%",0.03,0.05
2015-02-02,10:55:00,EUR,PMI manufacturier Allemagne (Jan.),"50,9",51,51
2015-02-02,11:30:00,GBP,PMI manufacturier (Jan.),"53,0",52.6,52.7
2015-02-02,15:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Déc),"0,0%",0.001,0
2015-02-02,17:00:00,USD,Indice PMI manufacturier de l'ISM (Jan.),"53,5",54.5,55.5
2015-03-02,11:30:00,GBP,PMI construction (Jan.),"59,1",57,57.6
2015-04-02,11:30:00,GBP,PMI services (Jan.),"57,2",56.3,55.8
2015-04-02,15:15:00,USD,Créations d'emplois non agricoles ADP (Jan.),213K,225K,253K
2015-04-02,17:00:00,USD,Indice PMI non manufacturier de l'ISM (Jan.),"56,7",56.3,56.2
2015-05-02,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Févr.),"0,50%",0.005,0.005
2015-05-02,15:30:00,USD,Inscriptions hebdomadaires au chômage,278K,290K,267K
2015-06-02,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Jan.),257K,234K,329K
2015-06-02,15:30:00,USD,Taux de chômage (Jan.),"5,7%",0.056,0.056
2015-10-02,11:30:00,GBP,Production manufacturière (Mensuel) (Déc),"0,1%",-0.001,0.008
2015-10-02,17:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Déc),"5,028M",4.990M,4.847M
2015-12-02,15:30:00,USD,Ventes au détail principales (Mensuel) (Jan.),"-0,9%",-0.004,-0.009
2015-12-02,15:30:00,USD,Inscriptions hebdomadaires au chômage,304K,285K,279K
2015-12-02,15:30:00,USD,Ventes au détail (Mensuel) (Jan.),"-0,8%",-0.005,-0.009
2015-02-13,09:00:00,EUR,PIB Allemagne (Trimestriel) (T4)  ,"0,7%",0.003,0.001
2015-02-17,11:30:00,GBP,IPC (Annuel) (Jan.),"0,3%",0.003,0.005
2015-02-17,12:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Févr.),"53,0",55,48.4
2015-02-18,11:30:00,GBP,Salaire moyen bonus compris (Déc),"2,1%",0.017,0.018
2015-02-18,11:30:00,GBP,Evolution du nombre de demandeurs d'emploi (Jan.),"-38,6K",-25.0K,-35.8K
2015-02-18,15:30:00,USD,Permis de construire (Jan.),"1,053M",1.069M,1.060M
2015-02-18,15:30:00,USD,Prix à la production (Mensuel) (Jan.),"-0,8%",-0.004,-0.003
2015-02-19,15:30:00,USD,Inscriptions hebdomadaires au chômage,283K,293K,304K
2015-02-19,17:00:00,USD,Indice manufacturier Fed de Philadelphie (Févr.),"5,2",9.3,6.3
2015-02-20,10:30:00,EUR,PMI manufacturier Allemagne (Févr.)  ,"50,9",51.5,50.9
2015-02-20,11:30:00,GBP,Ventes au détail (Mensuel) (Jan.),"-0,3%",-0.002,0.002
2015-02-23,17:00:00,USD,Ventes de logements existants (Jan.),"4,82M",4.97M,5.07M
2015-02-24,09:00:00,EUR,PIB Allemagne (Trimestriel) (T4),"0,7%",0.007,0.007
2015-02-24,12:00:00,EUR,IPC (Annuel) (Jan.),"-0,6%",-0.006,-0.006
2015-02-24,17:00:00,USD,Confiance des consommateurs - Conference Board (Févr.),"96,4",99.6,103.8
2015-02-25,17:00:00,USD,Ventes de logements neufs (Jan.),481K,475K,482K
2015-02-26,10:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Févr.),-20K,-10K,-10K
2015-02-26,11:30:00,GBP,PIB (Annuel) (T4)  ,"2,7%",0.027,0.027
2015-02-26,11:30:00,GBP,PIB (Trimestriel) (T4)  ,"0,5%",0.005,0.005
2015-02-26,15:30:00,USD,IPC core (Mensuel) (Jan.),"0,2%",0.001,0
2015-02-26,15:30:00,USD,Commandes de biens durables - core (Mensuel) (Jan.),"0,3%",0.005,-0.009
2015-02-26,15:30:00,USD,Inscriptions hebdomadaires au chômage,313K,290K,282K
2015-02-27,15:30:00,USD,PIB (Trimestriel) (T4)  ,"2,2%",0.021,0.026
2015-02-27,17:00:00,USD,Promesses de ventes de logements (Mensuel) (Jan.),"1,7%",0.02,-0.015
2015-02-03,10:55:00,EUR,PMI manufacturier Allemagne (Févr.),"51,1",50.9,50.9
2015-02-03,11:30:00,GBP,PMI manufacturier (Févr.),"54,1",53.4,53.1
2015-02-03,12:00:00,EUR,IPC (Annuel) (Févr.)  ,"-0,3%",-0.004,-0.006
2015-02-03,15:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Jan.),"0,1%",0.001,0
2015-02-03,17:00:00,USD,Indice PMI manufacturier de l'ISM (Févr.),"52,9",53,53.5
2015-03-03,11:30:00,GBP,PMI construction (Févr.),"60,1",59,59.1
2015-04-03,11:30:00,GBP,PMI services (Févr.),"56,7",57.5,57.2
2015-04-03,15:15:00,USD,Créations d'emplois non agricoles ADP (Févr.),212K,220K,250K
2015-04-03,17:00:00,USD,Indice PMI non manufacturier de l'ISM (Févr.),"56,9",56.5,56.7
2015-05-03,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Mar),"0,50%",0.005,0.005
2015-05-03,14:45:00,EUR,Taux de facilité de dépôt,"-0,20%",-0.002,-0.002
2015-05-03,14:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Mar),"0,05%",0.0005,0.0005
2015-05-03,15:30:00,USD,Inscriptions hebdomadaires au chômage,320K,295K,313K
2015-06-03,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Févr.),295K,240K,239K
2015-06-03,15:30:00,USD,Taux de chômage (Févr.),"5,5%",0.056,0.057
2015-10-03,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Jan.),"4,998M",5.053M,4.877M
2015-11-03,11:30:00,GBP,Production manufacturière (Mensuel) (Jan.),"-0,5%",0.002,0.001
2015-12-03,14:30:00,USD,Ventes au détail principales (Mensuel) (Févr.),"-0,1%",0.005,-0.011
2015-12-03,14:30:00,USD,Inscriptions hebdomadaires au chômage,289K,305K,325K
2015-12-03,14:30:00,USD,Ventes au détail (Mensuel) (Févr.),"-0,6%",0.003,-0.008
2015-03-13,14:30:00,USD,Prix à la production (Mensuel) (Févr.),"-0,5%",0.003,-0.008
2015-03-17,12:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Mar),"54,8",58.2,53
2015-03-17,12:00:00,EUR,IPC (Annuel) (Févr.),"-0,3%",-0.003,-0.003
2015-03-17,14:30:00,USD,Permis de construire (Févr.),"1,092M",1.065M,1.060M
2015-03-18,11:30:00,GBP,Salaire moyen bonus compris (Jan.),"1,8%",0.022,0.021
2015-03-18,11:30:00,GBP,Evolution du nombre de demandeurs d'emploi (Févr.),"-31,0K",-30.0K,-39.4K
2015-03-18,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2015-03-19,14:30:00,USD,Inscriptions hebdomadaires au chômage,291K,292K,290K
2015-03-19,16:00:00,USD,Indice manufacturier Fed de Philadelphie (Mar),"5,0",7.1,5.2
2015-03-23,16:00:00,USD,Ventes de logements existants (Févr.),"4,88M",4.90M,4.82M
2015-03-24,10:30:00,EUR,PMI manufacturier Allemagne (Mar)  ,"52,4",51.5,51.1
2015-03-24,11:30:00,GBP,IPC (Annuel) (Févr.),"0,0%",0.001,0.003
2015-03-24,14:30:00,USD,IPC core (Mensuel) (Févr.),"0,2%",0.001,0.002
2015-03-24,16:00:00,USD,Ventes de logements neufs (Févr.),539K,465K,500K
2015-03-25,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Févr.),"-0,4%",0.003,-0.007
2015-03-26,11:30:00,GBP,Ventes au détail (Mensuel) (Févr.),"0,7%",0.004,0.001
2015-03-26,14:30:00,USD,Inscriptions hebdomadaires au chômage,282K,290K,291K
2015-03-27,14:30:00,USD,PIB (Trimestriel) (T4),"2,2%",0.024,0.022
2015-03-30,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Févr.),"0,1%",0.001,0.001
2015-03-30,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Févr.),"3,1%",0.004,0.012
2015-03-31,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Mar),-15K,-12K,-20K
2015-03-31,10:30:00,GBP,PIB (Trimestriel) (T4),"0,6%",0.005,0.005
2015-03-31,10:30:00,GBP,PIB (Annuel) (T4),"3,0%",0.027,0.027
2015-03-31,11:00:00,EUR,IPC (Annuel) (Mar)  ,"-0,1%",-0.001,-0.003
2015-03-31,16:00:00,USD,Confiance des consommateurs - Conference Board (Mar),"101,3",96,98.8
2015-01-04,09:55:00,EUR,PMI manufacturier Allemagne (Mar),"52,8",52.4,52.4
2015-01-04,10:30:00,GBP,PMI manufacturier (Mar),"54,4",54.3,54.1
2015-01-04,14:15:00,USD,Créations d'emplois non agricoles ADP (Mar),189K,225K,214K
2015-01-04,16:00:00,USD,Indice PMI manufacturier de l'ISM (Mar),"51,5",52.5,52.9
2015-02-04,10:30:00,GBP,PMI construction (Mar),"57,8",59.5,60.1
2015-02-04,14:30:00,USD,Inscriptions hebdomadaires au chômage,268K,285K,288K
2015-03-04,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Mar),126K,245K,264K
2015-03-04,14:30:00,USD,Taux de chômage (Mar),"5,5%",0.055,0.055
2015-06-04,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Mar),"56,5",56.5,56.9
2015-07-04,10:30:00,GBP,PMI services (Mar),"58,9",57,56.7
2015-07-04,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Févr.),"5,133M",5.010M,4.965M
2015-09-04,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Avr),"0,50%",0.005,0.005
2015-09-04,14:30:00,USD,Inscriptions hebdomadaires au chômage,281K,285K,267K
2015-10-04,10:30:00,GBP,Production manufacturière (Mensuel) (Févr.),"0,4%",0.004,-0.006
2015-04-14,10:30:00,GBP,IPC (Annuel) (Mar),"0,0%",0,0
2015-04-14,14:30:00,USD,Ventes au détail principales (Mensuel) (Mar),"0,4%",0.006,-0.001
2015-04-14,14:30:00,USD,Prix à la production (Mensuel) (Mar),"0,2%",0.002,-0.005
2015-04-14,14:30:00,USD,Ventes au détail (Mensuel) (Mar),"0,9%",0.01,-0.005
2015-04-15,13:45:00,EUR,Taux de facilité de dépôt,"-0,20%",-0.002,-0.002
2015-04-15,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Avr),"0,05%",0.0005,0.0005
2015-04-16,14:30:00,USD,Permis de construire (Mar),"1,039M",1.080M,1.102M
2015-04-16,14:30:00,USD,Inscriptions hebdomadaires au chômage,294K,280K,282K
2015-04-16,16:00:00,USD,Indice manufacturier Fed de Philadelphie (Avr),"7,5",6,5
2015-04-17,10:30:00,GBP,Salaire moyen bonus compris (Févr.),"1,7%",0.018,0.019
2015-04-17,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi (Mar),"-20,7K",-29.5K,-29.1K
2015-04-17,11:00:00,EUR,IPC (Annuel) (Mar),"-0,1%",-0.001,-0.001
2015-04-17,14:30:00,USD,IPC core (Mensuel) (Mar),"0,2%",0.002,0.002
2015-04-21,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Avr),"53,3",55.3,54.8
2015-04-22,16:00:00,USD,Ventes de logements existants (Mar),"5,19M",5.03M,4.89M
2015-04-23,09:30:00,EUR,PMI manufacturier Allemagne (Avr)  ,"51,9",53,52.8
2015-04-23,10:30:00,GBP,Ventes au détail (Mensuel) (Mar),"-0,5%",0.004,0.006
2015-04-23,14:30:00,USD,Inscriptions hebdomadaires au chômage,295K,290K,294K
2015-04-23,16:00:00,USD,Ventes de logements neufs (Mar),481K,513K,543K
2015-04-24,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Mar),"-0,2%",0.003,-0.013
2015-04-28,10:30:00,GBP,PIB (Annuel) (T1)  ,"2,4%",0.026,0.03
2015-04-28,10:30:00,GBP,PIB (Trimestriel) (T1)  ,"0,3%",0.005,0.006
2015-04-28,16:00:00,USD,Confiance des consommateurs - Conference Board (Avr),"95,2",102.5,101.4
2015-04-29,14:30:00,USD,PIB (Trimestriel) (T1)  ,"0,2%",0.01,0.022
2015-04-29,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Mar),"1,1%",0.01,0.036
2015-04-29,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2015-04-30,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Avr),-8K,-13K,-14K
2015-04-30,11:00:00,EUR,IPC (Annuel) (Avr)  ,"0,0%",-0.001,-0.001
2015-04-30,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Mar),"0,1%",0.002,0.001
2015-04-30,14:30:00,USD,Inscriptions hebdomadaires au chômage,262K,290K,296K
2015-01-05,10:30:00,GBP,PMI manufacturier (Avr),"51,9",54.6,54
2015-01-05,16:00:00,USD,Indice PMI manufacturier de l'ISM (Avr),"51,5",52,51.5
2015-04-05,09:55:00,EUR,PMI manufacturier Allemagne (Avr),"52,1",51.9,51.9
2015-05-05,10:30:00,GBP,PMI construction (Avr),"54,2",57.5,57.8
2015-05-05,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Avr),"57,8",56.2,56.5
2015-06-05,10:30:00,GBP,PMI services (Avr),"59,5",58.5,58.9
2015-06-05,14:15:00,USD,Créations d'emplois non agricoles ADP (Avr),169K,200K,175K
2015-07-05,14:30:00,USD,Inscriptions hebdomadaires au chômage,265K,280K,262K
2015-08-05,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Avr),223K,224K,85K
2015-08-05,14:30:00,USD,Taux de chômage (Avr),"5,4%",0.054,0.055
2015-11-05,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Mai),"0,50%",0.005,0.005
2015-12-05,10:30:00,GBP,Production manufacturière (Mensuel) (Mar),"0,4%",0.003,0.005
2015-12-05,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Mar),"4,994M",5.085M,5.144M
2015-05-13,08:00:00,EUR,PIB Allemagne (Trimestriel) (T1)  ,"0,3%",0.005,0.007
2015-05-13,10:30:00,GBP,Salaire moyen bonus compris (Mar),"1,9%",0.017,0.017
2015-05-13,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi (Avr),"-12,6K",-20.0K,-16.7K
2015-05-13,14:30:00,USD,Ventes au détail principales (Mensuel) (Avr),"0,1%",0.005,0.007
2015-05-13,14:30:00,USD,Ventes au détail (Mensuel) (Avr),"0,0%",0.002,0.011
2015-05-14,14:30:00,USD,Inscriptions hebdomadaires au chômage,264K,275K,265K
2015-05-14,14:30:00,USD,Prix à la production (Mensuel) (Avr),"-0,4%",0.002,0.002
2015-05-19,10:30:00,GBP,IPC (Annuel) (Avr),"-0,1%",0,0
2015-05-19,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Mai),"41,9",49,53.3
2015-05-19,11:00:00,EUR,IPC (Annuel) (Avr),"0,0%",0,0
2015-05-19,14:30:00,USD,Permis de construire (Avr),"1,143M",1.060M,1.038M
2015-05-21,09:30:00,EUR,PMI manufacturier Allemagne (Mai)  ,"51,4",52.3,52.1
2015-05-21,10:30:00,GBP,Ventes au détail (Mensuel) (Avr),"1,2%",0.004,-0.007
2015-05-21,14:30:00,USD,Inscriptions hebdomadaires au chômage,274K,271K,264K
2015-05-21,16:00:00,USD,Ventes de logements existants (Avr),"5,04M",5.24M,5.21M
2015-05-21,16:00:00,USD,Indice manufacturier Fed de Philadelphie (Mai),"6,7",8,7.5
2015-05-22,08:00:00,EUR,PIB Allemagne (Trimestriel) (T1),"0,3%",0.003,0.003
2015-05-22,14:30:00,USD,IPC core (Mensuel) (Avr),"0,3%",0.002,0.002
2015-05-26,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Avr),"0,5%",0.004,0.006
2015-05-26,16:00:00,USD,Confiance des consommateurs - Conference Board (Mai),"95,4",94.9,94.3
2015-05-26,16:00:00,USD,Ventes de logements neufs (Avr),517K,510K,484K
2015-05-28,10:30:00,GBP,PIB (Trimestriel) (T1)  ,"0,3%",0.004,0.003
2015-05-28,10:30:00,GBP,PIB (Annuel) (T1)  ,"2,4%",0.025,0.024
2015-05-28,14:30:00,USD,Inscriptions hebdomadaires au chômage,282K,270K,275K
2015-05-28,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Avr),"3,4%",0.009,0.012
2015-05-29,14:30:00,USD,PIB (Trimestriel) (T1)  ,"-0,7%",-0.008,0.002
2015-01-06,09:55:00,EUR,PMI manufacturier Allemagne (Mai),"51,1",51.4,51.4
2015-01-06,10:30:00,GBP,PMI manufacturier (Mai),"52,0",52.5,51.8
2015-01-06,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Avr),"0,1%",0.002,0.001
2015-01-06,16:00:00,USD,Indice PMI manufacturier de l'ISM (Mai),"52,8",52,51.5
2015-02-06,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Mai),-6K,-10K,-9K
2015-02-06,10:30:00,GBP,PMI construction (Mai),"55,9",55,54.2
2015-02-06,11:00:00,EUR,IPC (Annuel) (Mai)  ,"0,3%",0.002,0
2015-03-06,10:30:00,GBP,PMI services (Mai),"56,5",59.2,59.5
2015-03-06,13:45:00,EUR,Taux de facilité de dépôt,"-0,20%",-0.002,-0.002
2015-03-06,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Juin),"0,05%",0.0005,0.0005
2015-03-06,14:15:00,USD,Créations d'emplois non agricoles ADP (Mai),201K,200K,165K
2015-03-06,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Mai),"55,7",57,57.8
2015-04-06,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Juin),"0,50%",0.005,0.005
2015-04-06,14:30:00,USD,Inscriptions hebdomadaires au chômage,276K,279K,284K
2015-05-06,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Mai),280K,225K,221K
2015-05-06,14:30:00,USD,Taux de chômage (Mai),"5,5%",0.054,0.054
2015-09-06,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Avr),"5,376M",5.030M,5.109M
2015-10-06,10:30:00,GBP,Production manufacturière (Mensuel) (Avr),"-0,4%",0.001,0.004
2015-11-06,14:30:00,USD,Ventes au détail principales (Mensuel) (Mai),"1,0%",0.007,0.001
2015-11-06,14:30:00,USD,Inscriptions hebdomadaires au chômage,279K,277K,277K
2015-11-06,14:30:00,USD,Ventes au détail (Mensuel) (Mai),"1,2%",0.011,0.002
2015-12-06,14:30:00,USD,Prix à la production (Mensuel) (Mai),"0,5%",0.004,-0.004
2015-06-16,10:30:00,GBP,IPC (Annuel) (Mai),"0,1%",0.001,-0.001
2015-06-16,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Juin),"31,5",37.1,41.9
2015-06-16,14:30:00,USD,Permis de construire (Mai),"1,275M",1.100M,1.140M
2015-06-17,10:30:00,GBP,Salaire moyen bonus compris (Avr),"2,7%",0.021,0.023
2015-06-17,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi (Mai),"-6,5K",-12.3K,-7.8K
2015-06-17,11:00:00,EUR,IPC (Annuel) (Mai),"0,3%",0.003,0.003
2015-06-17,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2015-06-18,10:30:00,GBP,Ventes au détail (Mensuel) (Mai),"0,2%",0.002,0.009
2015-06-18,14:30:00,USD,IPC core (Mensuel) (Mai),"0,1%",0.002,0.003
2015-06-18,14:30:00,USD,Inscriptions hebdomadaires au chômage,267K,275K,279K
2015-06-18,16:00:00,USD,Indice manufacturier Fed de Philadelphie (Juin),"15,2",8,6.7
2015-06-22,16:00:00,USD,Ventes de logements existants (Mai),"5,35M",5.26M,5.09M
2015-06-23,09:30:00,EUR,PMI manufacturier Allemagne (Juin)  ,"51,9",51.3,51.1
2015-06-23,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Mai),"0,5%",0.006,-0.003
2015-06-23,16:00:00,USD,Ventes de logements neufs (Mai),546K,525K,534K
2015-06-24,14:30:00,USD,PIB (Trimestriel) (T1),"-0,2%",-0.002,-0.007
2015-06-25,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Mai),"0,1%",0.001,0.001
2015-06-25,14:30:00,USD,Inscriptions hebdomadaires au chômage,271K,272K,268K
2015-06-29,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Mai),"0,9%",0.012,0.027
2015-06-30,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Juin),-1K,-5K,-5K
2015-06-30,10:30:00,GBP,PIB (Annuel) (T1),"2,9%",0.025,0.024
2015-06-30,10:30:00,GBP,PIB (Trimestriel) (T1),"0,4%",0.004,0.003
2015-06-30,11:00:00,EUR,IPC (Annuel) (Juin)  ,"0,2%",0.002,0.003
2015-06-30,16:00:00,USD,Confiance des consommateurs - Conference Board (Juin),"101,4",97.3,94.6
2015-01-07,09:55:00,EUR,PMI manufacturier Allemagne (Juin),"51,9",51.9,51.9
2015-01-07,10:30:00,GBP,PMI manufacturier (Juin),"51,4",52.5,51.9
2015-01-07,14:15:00,USD,Créations d'emplois non agricoles ADP (Juin),237K,218K,203K
2015-01-07,16:00:00,USD,Indice PMI manufacturier de l'ISM (Juin),"53,5",53.1,52.8
2015-02-07,10:30:00,GBP,PMI construction (Juin),"58,1",56.5,55.9
2015-02-07,14:30:00,USD,Inscriptions hebdomadaires au chômage,281K,270K,271K
2015-02-07,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Juin),223K,230K,254K
