Date,Hour,Forex,Evenement,Actuel,Forecast,Previous
2021-01-07,10:30:00,GBP,PMI manufacturier (Juin),"63,9",64.2,64.2
2021-01-07,14:30:00,USD,Inscriptions hebdomadaires au chômage,364K,390K,415K
2021-01-07,16:00:00,USD,Indice PMI manufacturier de l'ISM (Juin),"60,6",61,61.2
2021-02-07,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Juin),850K,700K,583K
2021-02-07,14:30:00,USD,Taux de chômage (Juin),"5,9%",0.057,0.058
2021-05-07,10:30:00,GBP,PMI Composite (Juin),"62,2",61.7,62.9
2021-05-07,10:30:00,GBP,PMI services (Juin),"62,4",61.7,62.9
2021-06-07,10:30:00,GBP,PMI construction (Juin),"66,3",63.8,64.2
2021-06-07,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Juill.),"63,3",75.2,79.8
2021-06-07,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Juin),"60,1",63.5,64
2021-07-07,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Mai),"9,209M",9.388M,9.193M
2021-08-07,14:30:00,USD,Inscriptions hebdomadaires au chômage,373K,350K,371K
2021-09-07,08:00:00,GBP,Production manufacturière (Mensuel) (Mai),"-0,1%",0.01,-0.003
2021-07-13,14:30:00,USD,IPC core (Mensuel) (Juin),"0,9%",0.004,0.007
2021-07-14,08:00:00,GBP,IPC (Annuel) (Juin),"2,5%",0.022,0.021
2021-07-14,14:30:00,USD,Prix à la production (Mensuel) (Juin),"1,0%",0.006,0.008
2021-07-15,08:00:00,GBP,Salaire moyen bonus compris (Mai),"7,3%",0.071,0.057
2021-07-15,14:30:00,USD,Inscriptions hebdomadaires au chômage,360K,360K,386K
2021-07-15,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Juill.),"21,9",28,30.7
2021-07-16,11:00:00,EUR,IPC (Annuel) (Juin),"1,9%",0.019,0.02
2021-07-16,14:30:00,USD,Ventes au détail principales (Mensuel) (Juin),"1,3%",0.004,-0.009
2021-07-16,14:30:00,USD,Ventes au détail (Mensuel) (Juin),"0,6%",-0.004,-0.017
2021-07-20,14:30:00,USD,Permis de construire (Juin),"1,598M",1.700M,1.683M
2021-07-22,13:45:00,EUR,Taux de facilité de dépôt (Juill.),"-0,50%",-0.005,-0.005
2021-07-22,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Juill.),"0,00%",0,0
2021-07-22,14:30:00,USD,Inscriptions hebdomadaires au chômage,419K,350K,368K
2021-07-22,16:00:00,USD,Ventes de logements existants (Juin),"5,86M",5.90M,5.78M
2021-07-23,08:00:00,GBP,Ventes au détail (Mensuel) (Juin),"0,5%",0.004,-0.013
2021-07-23,09:30:00,EUR,PMI manufacturier Allemagne (Juill.)  ,"65,6",64.2,65.1
2021-07-23,10:30:00,GBP,PMI Composite  ,"57,7",61.9,62.2
2021-07-23,10:30:00,GBP,PMI manufacturier  ,"60,4",62.7,63.9
2021-07-23,10:30:00,GBP,PMI services  ,"57,8",62,62.4
2021-07-26,10:00:00,EUR,IFO climat des affaires Allemagne (Juill.),"100,8",102.1,101.7
2021-07-26,16:00:00,USD,Ventes de logements neufs (Juin),676K,800K,724K
2021-07-27,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Juin),"0,3%",0.008,0.005
2021-07-27,16:00:00,USD,Confiance des consommateurs - Conference Board (Juill.),"129,1",123.9,128.9
2021-07-28,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2021-07-29,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Juill.),-91K,-28K,-38K
2021-07-29,14:30:00,USD,PIB (Trimestriel) (T2)  ,"6,5%",0.085,0.064
2021-07-29,14:30:00,USD,Inscriptions hebdomadaires au chômage,400K,380K,424K
2021-07-29,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Juin),"-1,9%",0.003,0.083
2021-07-30,08:00:00,EUR,PIB Allemagne (Trimestriel) (T2)  ,"1,5%",0.02,-0.021
2021-07-30,11:00:00,EUR,IPC (Annuel) (Juill.)  ,"2,2%",0.02,0.019
2021-07-30,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Juin),"0,4%",0.006,0.005
2021-02-08,09:55:00,EUR,PMI manufacturier Allemagne (Juill.),"65,9",65.6,65.1
2021-02-08,10:30:00,GBP,PMI manufacturier (Juill.),"60,4",60.4,63.9
2021-02-08,16:00:00,USD,Indice PMI manufacturier de l'ISM (Juill.),"59,5",60.9,60.6
2021-04-08,10:30:00,GBP,PMI Composite (Juill.),"59,2",57.7,62.2
2021-04-08,10:30:00,GBP,PMI services (Juill.),"59,6",57.8,62.4
2021-04-08,14:15:00,USD,Créations d'emplois non agricoles ADP (Juill.),330K,695K,680K
2021-04-08,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Juill.),"64,1",60.5,60.1
2021-05-08,10:30:00,GBP,PMI construction (Juill.),"58,7",64,66.3
2021-05-08,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Août),"0,10%",0.001,0.001
2021-05-08,14:30:00,USD,Inscriptions hebdomadaires au chômage,385K,384K,399K
2021-06-08,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Juill.),943K,870K,938K
2021-06-08,14:30:00,USD,Taux de chômage (Juill.),"5,4%",0.057,0.059
2021-09-08,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Juin),"10,073M",9.281M,9.483M
2021-10-08,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Août),"40,4",56.7,63.3
2021-11-08,14:30:00,USD,IPC core (Mensuel) (Juill.),"0,3%",0.004,0.009
2021-12-08,08:00:00,GBP,PIB (Annuel) (T2)  ,"22,2%",0.221,-0.061
2021-12-08,08:00:00,GBP,PIB (Trimestriel) (T2)  ,"4,8%",0.048,-0.016
2021-12-08,08:00:00,GBP,Production manufacturière (Mensuel) (Juin),"0,2%",0.004,0.001
2021-12-08,08:00:00,GBP,Variation du PIB mensuel 3M/3M,"4,8%",0.048,0.036
2021-12-08,14:30:00,USD,Inscriptions hebdomadaires au chômage,375K,375K,387K
2021-12-08,14:30:00,USD,Prix à la production (Mensuel) (Juill.),"1,0%",0.006,0.01
2021-08-17,08:00:00,GBP,Salaire moyen bonus compris (Juin),"8,8%",0.086,0.074
2021-08-17,14:30:00,USD,Ventes au détail principales (Mensuel) (Juill.),"-0,4%",0.001,0.016
2021-08-17,14:30:00,USD,Ventes au détail (Mensuel) (Juill.),"-1,1%",-0.003,0.007
2021-08-18,08:00:00,GBP,IPC (Annuel) (Juill.),"2,0%",0.023,0.025
2021-08-18,11:00:00,EUR,IPC (Annuel) (Juill.),"2,2%",0.022,0.019
2021-08-18,14:30:00,USD,Permis de construire (Juill.),"1,635M",1.610M,1.594M
2021-08-19,14:30:00,USD,Inscriptions hebdomadaires au chômage,348K,363K,377K
2021-08-19,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Août),"19,4",23,21.9
2021-08-20,08:00:00,GBP,Ventes au détail (Mensuel) (Juill.),"-2,5%",0.004,0.002
2021-08-23,09:30:00,EUR,PMI manufacturier Allemagne (Août)  ,"62,7",65,65.9
2021-08-23,16:00:00,USD,Ventes de logements existants (Juill.),"5,99M",5.83M,5.87M
2021-08-24,08:00:00,EUR,PIB Allemagne (Trimestriel) (T2),"1,6%",0.015,-0.018
2021-08-24,16:00:00,USD,Ventes de logements neufs (Juill.),708K,700K,701K
2021-08-25,10:00:00,EUR,IFO climat des affaires Allemagne (Août),"99,4",100.4,100.7
2021-08-25,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Juill.),"0,7%",0.005,0.006
2021-08-26,14:30:00,USD,PIB (Trimestriel) (T2)  ,"6,6%",0.067,0.065
2021-08-26,14:30:00,USD,Inscriptions hebdomadaires au chômage,353K,350K,349K
2021-08-27,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Juill.),"0,3%",0.003,0.005
2021-08-30,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Juill.),"-1,8%",0.004,-0.02
2021-08-31,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Août),-53K,-40K,-90K
2021-08-31,11:00:00,EUR,IPC (Annuel) (Août)  ,"3,0%",0.027,0.022
2021-08-31,16:00:00,USD,Confiance des consommateurs - Conference Board (Août),"113,8",124,125.1
2021-01-09,09:55:00,EUR,PMI manufacturier Allemagne (Août),"62,6",62.7,65.9
2021-01-09,10:30:00,GBP,PMI manufacturier (Août),"60,3",60.1,60.4
2021-01-09,14:15:00,USD,Créations d'emplois non agricoles ADP (Août),374K,613K,326K
2021-01-09,16:00:00,USD,Indice PMI manufacturier de l'ISM (Août),"59,9",58.6,59.5
2021-02-09,14:30:00,USD,Inscriptions hebdomadaires au chômage,340K,345K,354K
2021-03-09,10:30:00,GBP,PMI Composite (Août),"54,8",55.3,59.2
2021-03-09,10:30:00,GBP,PMI services (Août),"55,0",55.5,59.6
2021-03-09,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Août),235K,750K,1.053K
2021-03-09,14:30:00,USD,Taux de chômage (Août),"5,2%",0.052,0.054
2021-03-09,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Août),"61,7",61.5,64.1
2021-06-09,10:30:00,GBP,PMI construction (Août),"55,2",56.9,58.7
2021-07-09,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Sept.),"26,5",30,40.4
2021-08-09,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Juill.),"10,934M",10.000M,10.185M
2021-09-09,13:45:00,EUR,Taux de facilité de dépôt (Août),"-0,50%",-0.005,-0.005
2021-09-09,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Août),"0,00%",0,0
2021-09-09,14:30:00,USD,Inscriptions hebdomadaires au chômage,310K,335K,345K
2021-10-09,08:00:00,GBP,Production manufacturière (Mensuel) (Juill.),"0,0%",0.001,0.002
2021-10-09,14:30:00,USD,Prix à la production (Mensuel) (Août),"0,7%",0.006,0.01
2021-09-14,08:00:00,GBP,Salaire moyen bonus compris (Juill.),"8,3%",0.082,0.088
2021-09-14,14:30:00,USD,IPC core (Mensuel) (Août),"0,1%",0.003,0.003
2021-09-15,08:00:00,GBP,IPC (Annuel) (Août),"3,2%",0.029,0.02
2021-09-16,14:30:00,USD,Ventes au détail principales (Mensuel) (Août),"1,8%",-0.001,-0.01
2021-09-16,14:30:00,USD,Inscriptions hebdomadaires au chômage,332K,330K,312K
2021-09-16,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Sept.),"30,7",18.8,19.4
2021-09-16,14:30:00,USD,Ventes au détail (Mensuel) (Août),"0,7%",-0.008,-0.018
2021-09-17,08:00:00,GBP,Ventes au détail (Mensuel) (Août),"-0,9%",0.005,-0.028
2021-09-17,11:00:00,EUR,IPC (Annuel) (Août),"3,0%",0.03,0.022
2021-09-21,14:30:00,USD,Permis de construire (Août),"1,728M",1.600M,1.630M
2021-09-22,16:00:00,USD,Ventes de logements existants (Août),"5,88M",5.89M,6.00M
2021-09-22,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2021-09-23,09:30:00,EUR,PMI manufacturier Allemagne (Sept.)  ,"58,5",61.5,62.6
2021-09-23,10:30:00,GBP,PMI manufacturier  ,"56,3",59,60.3
2021-09-23,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Sept.),"0,10%",0.001,0.001
2021-09-23,14:30:00,USD,Inscriptions hebdomadaires au chômage,351K,320K,335K
2021-09-24,10:00:00,EUR,IFO climat des affaires Allemagne (Sept.),"98,8",98.9,99.6
2021-09-24,16:00:00,USD,Ventes de logements neufs (Août),740K,714K,729K
2021-09-27,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Août),"0,2%",0.005,0.008
2021-09-28,16:00:00,USD,Confiance des consommateurs - Conference Board (Sept.),"109,3",114.5,115.2
2021-09-29,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Août),"8,1%",0.014,-0.02
2021-09-30,08:00:00,GBP,PIB (Annuel) (T2)  ,"23,6%",0.222,-0.058
2021-09-30,08:00:00,GBP,PIB (Trimestriel) (T2),"5,5%",0.048,-0.016
2021-09-30,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Sept.),-30K,-33K,-53K
2021-09-30,14:30:00,USD,PIB (Trimestriel) (T2),"6,7%",0.066,0.066
2021-09-30,14:30:00,USD,Inscriptions hebdomadaires au chômage,362K,335K,351K
2021-01-10,09:55:00,EUR,PMI manufacturier Allemagne (Sept.),"58,4",58.5,62.6
2021-01-10,10:30:00,GBP,PMI manufacturier (Sept.),"57,1",56.3,60.3
2021-01-10,11:00:00,EUR,IPC (Annuel) (Sept.)  ,"3,4%",0.033,0.03
2021-01-10,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Août),"0,3%",0.002,0.003
2021-01-10,16:00:00,USD,Indice PMI manufacturier de l'ISM (Sept.),"61,1",59.6,59.9
2021-05-10,10:30:00,GBP,PMI Composite (Sept.),"54,9",54.1,54.8
2021-05-10,10:30:00,GBP,PMI services (Sept.),"55,4",54.6,55
2021-05-10,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Sept.),"61,9",60,61.7
2021-06-10,10:30:00,GBP,PMI construction (Sept.),"52,6",54,55.2
2021-06-10,14:15:00,USD,Créations d'emplois non agricoles ADP (Sept.),568K,428K,340K
2021-07-10,14:30:00,USD,Inscriptions hebdomadaires au chômage,326K,348K,364K
2021-08-10,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Sept.),194K,500K,366K
2021-08-10,14:30:00,USD,Taux de chômage (Sept.),"4,8%",0.051,0.052
2021-12-10,08:00:00,GBP,Salaire moyen bonus compris (Août),"7,2%",0.07,0.083
2021-12-10,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Oct.),"22,3",24,26.5
2021-12-10,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Août),"10,439M",10.925M,11.098M
2021-10-13,08:00:00,GBP,PIB (Mensuel),"0,4%",0.005,-0.001
2021-10-13,08:00:00,GBP,PIB (Annuel),"6,9%",0.067,0.075
2021-10-13,08:00:00,GBP,Production manufacturière (Mensuel) (Août),"0,5%",0.001,-0.006
2021-10-13,08:00:00,GBP,Variation du PIB mensuel 3M/3M,"2,9%",0.03,0.042
2021-10-13,14:30:00,USD,IPC core (Mensuel) (Sept.),"0,2%",0.002,0.001
2021-10-14,14:30:00,USD,Inscriptions hebdomadaires au chômage,293K,319K,329K
2021-10-14,14:30:00,USD,Prix à la production (Mensuel) (Sept.),"0,5%",0.006,0.007
2021-10-15,14:30:00,USD,Ventes au détail principales (Mensuel) (Sept.),"0,8%",0.005,0.02
2021-10-15,14:30:00,USD,Ventes au détail (Mensuel) (Sept.),"0,7%",-0.002,0.009
2021-10-19,14:30:00,USD,Permis de construire (Sept.),"1,589M",1.680M,1.721M
2021-10-20,08:00:00,GBP,IPC (Annuel) (Sept.),"3,1%",0.032,0.032
2021-10-20,11:00:00,EUR,IPC (Annuel) (Sept.),"3,4%",0.034,0.03
2021-10-21,14:30:00,USD,Inscriptions hebdomadaires au chômage,290K,300K,296K
2021-10-21,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Oct.),"23,8",25,30.7
2021-10-21,16:00:00,USD,Ventes de logements existants (Sept.),"6,29M",6.09M,5.88M
2021-10-22,08:00:00,GBP,Ventes au détail (Mensuel) (Sept.),"-0,2%",0.005,-0.006
2021-10-22,09:30:00,EUR,PMI manufacturier Allemagne (Oct.)  ,"58,2",56.5,58.4
2021-10-22,10:30:00,GBP,PMI Composite (Oct.)  ,"56,8",54,54.9
2021-10-22,10:30:00,GBP,PMI manufacturier (Oct.)  ,"57,7",55.8,57.1
2021-10-22,10:30:00,GBP,PMI services (Oct.)  ,"58,0",54.5,55.4
2021-10-25,10:00:00,EUR,IFO climat des affaires Allemagne (Oct.),"97,7",97.9,98.9
2021-10-26,16:00:00,USD,Confiance des consommateurs - Conference Board (Oct.),"113,8",108.3,109.8
2021-10-26,16:00:00,USD,Ventes de logements neufs (Sept.),800K,760K,702K
2021-10-27,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Sept.),"0,4%",0.004,0.003
2021-10-28,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Oct.),-39K,-20K,-30K
2021-10-28,13:45:00,EUR,Taux de facilité de dépôt (Oct.),"-0,50%",-0.005,-0.005
2021-10-28,14:30:00,USD,PIB (Trimestriel) (T3)  ,"2,0%",0.027,0.067
2021-10-28,14:30:00,USD,Inscriptions hebdomadaires au chômage,281K,290K,291K
2021-10-28,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Sept.),"-2,3%",0.005,0.081
2021-10-29,10:00:00,EUR,PIB Allemagne (Trimestriel) (T3)  ,"1,8%",0.022,0.019
2021-10-29,11:00:00,EUR,IPC (Annuel) (Oct.)  ,"4,1%",0.037,0.034
2021-10-29,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Sept.),"0,2%",0.002,0.003
2021-01-11,11:30:00,GBP,PMI manufacturier (Oct.),"57,8",57.7,57.1
2021-01-11,16:00:00,USD,Indice PMI manufacturier de l'ISM (Oct.),"60,8",60.5,61.1
2021-02-11,10:55:00,EUR,PMI manufacturier Allemagne (Oct.),"57,8",58.2,58.4
2021-03-11,11:30:00,GBP,PMI Composite (Oct.),"57,8",56.8,54.9
2021-03-11,11:30:00,GBP,PMI services (Oct.),"59,1",58,55.4
2021-03-11,14:15:00,USD,Créations d'emplois non agricoles ADP (Oct.),571K,400K,523K
2021-03-11,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Oct.),"66,7",62,61.9
2021-03-11,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2021-04-11,11:30:00,GBP,PMI construction (Oct.),"54,6",52,52.6
2021-04-11,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Nov.),"0,10%",0.001,0.001
2021-04-11,14:30:00,USD,Inscriptions hebdomadaires au chômage,269K,275K,283K
2021-05-11,14:30:00,USD,Créations d'emplois dans le secteur non agricole (Oct.),531K,450K,312K
2021-05-11,14:30:00,USD,Taux de chômage (Oct.),"4,6%",0.047,0.048
2021-09-11,12:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Nov.),"31,7",20,22.3
2021-09-11,15:30:00,USD,Prix à la production (Mensuel) (Oct.),"0,6%",0.006,0.005
2021-10-11,15:30:00,USD,IPC core (Mensuel) (Oct.),"0,6%",0.004,0.002
2021-10-11,15:30:00,USD,Inscriptions hebdomadaires au chômage,267K,265K,271K
2021-11-11,09:00:00,GBP,PIB (Annuel) (T3)  ,"5,3%",0.068,0.236
2021-11-11,09:00:00,GBP,PIB (Trimestriel) (T3)  ,"1,3%",0.015,0.055
2021-11-11,09:00:00,GBP,Production manufacturière (Mensuel) (Sept.),"0,1%",0.002,0.003
2021-12-11,17:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Sept.),"10,438M",10.300M,10.629M
2021-11-16,09:00:00,GBP,Salaire moyen bonus compris (Sept.),"5,8%",0.056,0.072
2021-11-16,15:30:00,USD,Ventes au détail principales (Mensuel) (Oct.),"1,7%",0.01,0.007
2021-11-16,15:30:00,USD,Ventes au détail (Mensuel) (Oct.),"1,7%",0.012,0.008
2021-11-17,09:00:00,GBP,IPC (Annuel) (Oct.),"4,2%",0.039,0.031
2021-11-17,12:00:00,EUR,IPC (Annuel) (Oct.),"4,1%",0.041,0.034
2021-11-17,15:30:00,USD,Permis de construire (Oct.),"1,650M",1.638M,1.586M
2021-11-18,15:30:00,USD,Inscriptions hebdomadaires au chômage,268K,260K,269K
2021-11-18,15:30:00,USD,Indice manufacturier Fed de Philadelphie (Nov.),"39,0",24,23.8
2021-11-19,09:00:00,GBP,Ventes au détail (Mensuel) (Oct.),"0,8%",0.005,-0.002
2021-11-22,17:00:00,USD,Ventes de logements existants (Oct.),"6,34M",6.20M,6.29M
2021-11-23,10:30:00,EUR,PMI manufacturier Allemagne (Nov.)  ,"57,6",56.9,57.8
2021-11-23,11:30:00,GBP,PMI Composite (Oct.)  ,"57,7",54.1,57.8
2021-11-23,11:30:00,GBP,PMI manufacturier (Oct.)  ,"58,2",56.3,57.8
2021-11-23,11:30:00,GBP,PMI services (Oct.)  ,"58,6",54.6,59.1
2021-11-24,11:00:00,EUR,IFO climat des affaires Allemagne (Nov.),"96,5",96.6,97.7
2021-11-24,15:30:00,USD,Commandes de biens durables - core (Mensuel) (Oct.),"0,5%",0.005,0.007
2021-11-24,15:30:00,USD,PIB (Trimestriel) (T3)  ,"2,1%",0.022,0.02
2021-11-24,15:30:00,USD,Inscriptions hebdomadaires au chômage,199K,260K,270K
2021-11-24,17:00:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Oct.),"0,4%",0.004,0.002
2021-11-24,17:00:00,USD,Ventes de logements neufs (Oct.),745K,800K,742K
2021-11-25,09:00:00,EUR,PIB Allemagne (Trimestriel) (T3),"1,7%",0.018,0.02
2021-11-29,17:00:00,USD,Promesses de ventes de logements (Mensuel) (Oct.),"7,5%",0.009,-0.024
2021-11-30,10:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Nov.),-34K,-25K,-39K
2021-11-30,12:00:00,EUR,IPC (Annuel) (Nov.)  ,"4,9%",0.045,0.041
2021-11-30,17:00:00,USD,Confiance des consommateurs - Conference Board (Nov.),"109,5",111,111.6
2021-01-12,10:55:00,EUR,PMI manufacturier Allemagne (Nov.),"57,4",57.6,57.6
2021-01-12,11:30:00,GBP,PMI manufacturier (Nov.),"58,1",58.2,58.2
2021-01-12,15:15:00,USD,Créations d'emplois non agricoles ADP (Nov.),534K,525K,570K
2021-01-12,17:00:00,USD,Indice PMI manufacturier de l'ISM (Nov.),"61,1",61,60.8
2021-02-12,15:30:00,USD,Inscriptions hebdomadaires au chômage,222K,240K,194K
2021-03-12,11:30:00,GBP,PMI Composite (Nov.),"57,6",57.7,57.8
2021-03-12,11:30:00,GBP,PMI services (Nov.),"58,5",58.6,59.1
2021-03-12,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Nov.),210K,550K,546K
2021-03-12,15:30:00,USD,Taux de chômage (Nov.),"4,2%",0.045,0.046
2021-03-12,17:00:00,USD,Indice PMI non manufacturier de l'ISM (Nov.),"69,1",65,66.7
2021-06-12,11:30:00,GBP,PMI construction (Nov.),"55,5",52,54.6
2021-07-12,12:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Déc),"29,9",25.1,31.7
2021-08-12,17:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Oct.),"11,033M",10.369M,10.602M
2021-09-12,15:30:00,USD,Inscriptions hebdomadaires au chômage,184K,215K,227K
2021-10-12,09:00:00,GBP,PIB (Mensuel),"0,1%",0.004,0.006
2021-10-12,09:00:00,GBP,Production manufacturière (Mensuel) (Oct.),"0,0%",0.001,0.001
2021-10-12,15:30:00,USD,IPC core (Mensuel) (Nov.),"0,5%",0.005,0.006
2021-12-14,09:00:00,GBP,Salaire moyen bonus compris (Oct.),"4,9%",0.046,0.059
2021-12-14,15:30:00,USD,Prix à la production (Mensuel) (Nov.),"0,8%",0.005,0.006
2021-12-15,09:00:00,GBP,IPC (Annuel) (Nov.),"5,1%",0.047,0.042
2021-12-15,15:30:00,USD,Ventes au détail principales (Mensuel) (Nov.),"0,3%",0.009,0.018
2021-12-15,15:30:00,USD,Ventes au détail (Mensuel) (Nov.),"0,3%",0.008,0.018
2021-12-15,21:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2021-12-16,10:30:00,EUR,PMI manufacturier Allemagne (Déc)  ,"57,9",56.8,57.4
2021-12-16,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Déc),"0,25%",0.001,0.001
2021-12-16,14:45:00,EUR,Taux de facilité de dépôt (Déc),"-0,50%",-0.005,-0.005
2021-12-16,15:30:00,USD,Permis de construire (Nov.),"1,712M",1.663M,1.653M
2021-12-16,15:30:00,USD,Inscriptions hebdomadaires au chômage,206K,200K,188K
2021-12-16,15:30:00,USD,Indice manufacturier Fed de Philadelphie (Déc),"15,4",30,39
2021-12-17,09:00:00,GBP,Ventes au détail (Mensuel) (Nov.),"1,4%",0.008,0.011
2021-12-17,11:00:00,EUR,IFO climat des affaires Allemagne (Déc),"94,7",95.3,96.6
2021-12-17,12:00:00,EUR,IPC (Annuel) (Nov.),"4,9%",0.049,0.049
2021-12-22,09:00:00,GBP,PIB (Annuel) (T3),"6,8%",0.066,0.246
2021-12-22,09:00:00,GBP,PIB (Trimestriel) (T3),"1,1%",0.013,0.054
2021-12-22,15:30:00,USD,PIB (Trimestriel) (T3),"2,3%",0.021,0.021
2021-12-22,17:00:00,USD,Confiance des consommateurs - Conference Board (Déc),"115,8",110.8,111.9
2021-12-22,17:00:00,USD,Ventes de logements existants (Nov.),"6,46M",6.52M,6.34M
2021-12-23,15:30:00,USD,Commandes de biens durables - core (Mensuel) (Nov.),"0,8%",0.006,0.003
2021-12-23,15:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Nov.),"0,5%",0.004,0.005
2021-12-23,15:30:00,USD,Inscriptions hebdomadaires au chômage,205K,205K,205K
2021-12-23,17:00:00,USD,Ventes de logements neufs (Nov.),744K,770K,662K
2021-12-29,17:00:00,USD,Promesses de ventes de logements (Mensuel) (Nov.),"-2,2%",0.005,0.075
2021-12-30,15:30:00,USD,Inscriptions hebdomadaires au chômage,198K,208K,206K
2020-02-01,10:55:00,EUR,PMI manufacturier Allemagne (Déc),"43,7",43.4,43.4
2020-02-01,11:30:00,GBP,PMI manufacturier (Déc),"47,5",47.6,48.9
2020-02-01,15:30:00,USD,Inscriptions hebdomadaires au chômage,222K,225K,224K
2020-03-01,10:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Déc),8K,2K,-16K
2020-03-01,11:30:00,GBP,PMI construction (Déc),"44,4",45.9,45.3
2020-03-01,17:00:00,USD,Indice PMI manufacturier de l'ISM (Déc),"47,2",49,48.1
2020-06-01,11:30:00,GBP,PMI Composite (Déc),"49,3",48.6,48.5
2020-06-01,11:30:00,GBP,PMI services (Déc),"50,0",49.1,49
2020-07-01,12:00:00,EUR,IPC (Annuel) (Déc)  ,"1,3%",0.013,0.01
2020-07-01,17:00:00,USD,Indice PMI non manufacturier de l'ISM (Déc),"55,0",54.5,53.9
2020-08-01,15:15:00,USD,Créations d'emplois non agricoles ADP (Déc),202K,160K,124K
2020-09-01,15:30:00,USD,Inscriptions hebdomadaires au chômage,214K,220K,223K
2020-10-01,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Déc),145K,164K,256K
2020-10-01,15:30:00,USD,Taux de chômage (Déc),"3,5%",0.035,0.035
2020-01-13,11:30:00,GBP,Production manufacturière (Mensuel) (Nov.),"-1,7%",-0.003,0.005
2020-01-13,11:30:00,GBP,Variation du PIB mensuel 3M/3M,"0,1%",-0.001,0.002
2020-01-14,15:30:00,USD,IPC core (Mensuel) (Déc),"0,1%",0.002,0.002
2020-01-15,11:30:00,GBP,IPC (Annuel) (Déc),"1,3%",0.015,0.015
2020-01-15,15:30:00,USD,Prix à la production (Mensuel) (Déc),"0,1%",0.002,0
